-0.3021042542 0.1396745115 0.2094798745 0.4660836425 0.1383541059 -0.1628582900 -0.0540870778 0.3067066814 -0.0343911266 -0.1167325564 0.1707756689 0.1140761741 0.0643192841 -0.1378707091 0.0922955461 0.0716741801 0.0884052553 -0.0299380459 -0.0296079097 0.2236067977
-0.0039654255 0.0736557350 0.0827193815 -0.0972714726 -0.3348272789 -0.6186198097 -0.0939940684 -0.0845376648 0.0755812929 0.0592430045 0.0304213696 -0.0026139387 -0.3278918814 -0.0618956375 -0.4007426736 -0.0709343150 -0.0795773618 -0.1741428787 -0.0147761612 0.2236067977
-0.0880840577 0.5286825860 0.4429238627 -0.1504391596 -0.2189746192 0.3406796737 0.0019947873 -0.4292629876 -0.0439943775 -0.4783683244 0.1243698246 0.0844615330 0.1192360199 0.0258649388 0.0464410448 -0.0174788161 -0.0507919575 -0.1255809569 -0.0397582052 0.2236067977
0.0305718317 -0.2077773691 -0.4075538494 0.4922253074 -0.1812465035 -0.0907662932 -0.0312781961 -0.2643075922 0.1204377838 -0.0820741617 -0.0013819892 -0.0699696218 0.3222111574 0.3261771298 0.2671831943 -0.0852185764 -0.0724204132 -0.2233169745 -0.0574883795 0.2236067977
-0.0193986816 0.0608703267 -0.0320678884 0.0221349370 0.0239482648 0.0360393517 0.0035198647 -0.0170474784 -0.0004926577 0.0785605831 -0.0345709472 -0.2206457079 0.1025075955 0.4536182417 -0.3818557656 0.9303795050 -0.3772694976 0.0748747029 0.0563082704 0.2236067977
-0.0021413239 -0.0110840302 -0.0613739085 0.1543187702 -0.3565294093 0.3584628825 0.0900058974 0.3459205164 -0.5555909923 0.2421588356 -0.1731690088 -0.0671531883 0.0521361091 0.0255108763 -0.2660040814 -0.1213191932 -0.0822172004 -0.1530141575 -0.0364342070 0.2236067977
-0.0078910365 0.0850078958 0.2426005639 -0.4383873792 0.1962888288 -0.1227455856 0.0095384670 0.2351719670 0.0728012826 0.2289702869 -0.0378743195 -0.1219161569 0.2806261551 0.3450868682 0.1731400203 -0.1126922645 -0.0647276341 -0.2385915719 -0.0581376359 0.2236067977
0.0072282122 0.0429936684 -0.0558512628 -0.0277963008 0.0199065761 0.0797947462 0.0235694100 -0.0475716013 -0.0109820350 0.1132372806 -0.2013250329 -0.1130187274 -0.5397915404 -0.1496728635 0.4387874421 0.1119101333 0.0118255130 -0.1942779040 -0.0329719880 0.2236067977
0.0120003760 -0.1054964424 -0.1049011312 -0.0112935682 0.7134361165 -0.3268806160 -0.0867326905 -0.5326628360 -0.6715917828 -0.1572598592 -0.3158915469 0.1919475459 0.0667977900 -0.0863877419 -0.1680786106 -0.0879941076 -0.2334341927 -0.0260185254 -0.0106156385 0.2236067977
-0.6914617315 -0.1243862561 -0.1894774701 -0.2574599236 -0.0707154090 0.0999104632 -0.0812102842 -0.1774893521 -0.0114357140 0.3094722699 0.0647178648 0.2806135296 -0.0372703362 0.1513946512 -0.0119867888 0.0112117313 0.2391311061 0.2122506538 -0.0004123454 0.2236067977
0.0092559045 0.0208065390 -0.0161930966 0.0008470261 0.0125891856 0.0094048677 -0.1117832197 0.0961525992 0.0603010610 -0.3038850989 -0.3304301212 -0.2731759652 -0.0489508534 0.1186787600 -0.0871679326 -0.0687487731 0.1758897691 0.2947606775 0.0243825005 0.2236067977
0.0051038079 -0.0908653123 -0.0914199459 0.1285003681 0.2944735934 0.3657120244 0.0200107845 0.0044998335 0.2879864576 -0.0005691674 0.1574610434 0.0115351601 -0.2719261417 0.0279712138 -0.4440909360 -0.1258504818 -0.0808606085 -0.2068390017 -0.0392159495 0.2236067977
0.0459666063 -0.0265541010 0.1736679915 0.1603395153 0.0325001717 -0.2261642448 0.9598284193 -0.1373770962 0.0570838482 0.0075008996 -0.1282392068 0.1163787136 -0.0615217657 0.1668054310 -0.0807266756 -0.0156424029 0.2276396882 0.2165771414 0.0033446303 0.2236067977
-0.0019628235 0.0304045317 -0.0092864261 0.0174337806 0.0207747593 -0.0203017168 0.0397507411 -0.0795036715 -0.1242171370 0.1686628890 0.5990763254 -0.4577072667 -0.1381011949 -0.0266185197 0.1824106649 -0.1514944483 -0.3266547436 0.4714218076 0.0721571455 0.2236067977
0.0050541957 0.0825361181 -0.0286451746 -0.0132115311 0.0088217166 0.0386546041 0.0210214545 -0.1791534908 0.1646377215 0.3490723918 -0.1516012495 -0.2651838067 0.5042240212 -0.6056786025 -0.1157462724 0.0544501520 0.0875123601 -0.0093551200 -0.0295933101 0.2236067977
